Date;InvoiceNo;CustomerNo;SalesPerson;ProductNo;UnitPrice;Quantity;Amount
01/11/2003;22642;10237;13;13;19,00;24;456,00
07/06/2003;22643;10253;20;69;9,50;36;342,00
06/01/2003;22644;10103;8;41;9,20;49;450,80
08/07/2003;22645;10795;14;4;34,80;8;278,40
20/07/2003;22646;10182;22;26;123,79;2;247,58
16/08/2003;22647;10077;6;30;36,00;26;936,00
24/04/2003;22648;10909;16;16;19,00;15;285,00
21/06/2003;22649;10794;23;58;24,00;11;264,00
07/07/2003;22650;10181;24;27;19,00;42;798,00
04/04/2003;22651;10335;19;28;18,00;19;342,00
02/07/2003;22652;10619;2;44;53,00;15;795,00
14/04/2003;22653;10460;24;12;46,00;42;1932,00
10/07/2003;22654;10045;24;74;24,00;23;552,00
09/06/2003;22655;10406;16;25;36,00;15;540,00
14/07/2003;22656;10661;8;46;15,50;24;372,00
13/02/2003;22657;10823;25;48;14,00;35;490,00
14/02/2003;22658;10745;1;13;19,00;46;874,00
04/07/2003;22659;10196;25;3;43,90;49;2151,10
27/01/2003;22660;10876;14;41;9,20;17;156,40
17/11/2003;22661;10669;14;56;30,00;31;930,00
13/12/2003;22662;10982;16;27;19,00;41;779,00
22/09/2003;22663;10407;13;24;23,25;28;651,00
16/02/2003;22664;10725;9;46;15,50;2;31,00
09/01/2003;22665;10930;10;12;46,00;25;1150,00
26/12/2003;22666;10025;15;36;17,45;28;488,60
27/08/2003;22667;10048;11;73;49,30;32;1577,60
24/06/2003;22668;10739;12;69;9,50;16;152,00
06/12/2003;22669;10324;15;65;55,00;20;1100,00
06/04/2003;22670;10783;20;61;31,00;46;1426,00
14/04/2003;22671;10205;23;4;34,80;27;939,60
30/12/2003;22672;10225;2;53;6,00;36;216,00
26/11/2003;22673;10245;22;31;21,05;49;1031,45
30/03/2003;22674;10134;25;45;12,50;51;637,50
07/01/2003;22675;10055;12;42;7,00;45;315,00
08/07/2003;22676;10215;6;61;31,00;3;93,00
14/08/2003;22677;10906;9;52;24,00;8;192,00
10/11/2003;22678;10506;23;25;36,00;12;432,00
02/05/2003;22679;10130;17;70;19,00;13;247,00
06/10/2003;22680;10675;15;21;12,50;5;62,50
06/09/2003;22681;10726;10;57;19,00;45;855,00
21/07/2003;22682;10700;16;68;12,50;33;412,50
27/04/2003;22683;10835;10;18;21,05;13;273,65
15/05/2003;22684;10951;9;35;38,00;26;988,00
02/12/2003;22685;10974;18;72;7,75;24;186,00
13/05/2003;22686;10973;24;19;30,00;28;840,00
08/07/2003;22687;10212;19;36;17,45;42;732,90
22/08/2003;22688;10479;12;7;15,50;7;108,50
19/03/2003;22689;10659;21;28;18,00;40;720,00
08/05/2003;22690;10364;11;19;30,00;16;480,00
08/05/2003;22691;10958;24;69;9,50;36;342,00
11/09/2003;22692;10734;2;61;31,00;17;527,00
25/03/2003;22693;10666;17;34;2,50;2;5,00
21/10/2003;22694;10272;11;50;10,00;22;220,00
06/07/2003;22695;10687;21;76;9,50;9;85,50
03/06/2003;22696;10434;4;61;31,00;38;1178,00
31/12/2003;22697;10156;10;65;55,00;28;1540,00
22/07/2003;22698;10286;8;42;7,00;44;308,00
04/02/2003;22699;10448;24;27;19,00;8;152,00
10/08/2003;22700;10993;16;65;55,00;13;715,00
05/01/2003;22701;10197;19;45;12,50;2;25,00
26/06/2003;22702;10258;6;66;14,00;33;462,00
12/10/2003;22703;10492;21;76;9,50;19;180,50
07/07/2003;22704;10225;12;34;2,50;9;22,50
24/11/2003;22705;10661;4;39;10,00;44;440,00
21/08/2003;22706;10640;18;16;19,00;34;646,00
03/06/2003;22707;10284;13;66;14,00;48;672,00
15/12/2003;22708;10296;2;22;21,05;34;715,70
16/05/2003;22709;10360;14;63;38,00;40;1520,00
19/01/2003;22710;10051;25;76;9,50;40;380,00
09/03/2003;22711;10770;8;49;21,05;9;189,45
07/06/2003;22712;10929;3;74;24,00;28;672,00
30/10/2003;22713;10442;9;5;12,50;39;487,50
27/07/2003;22714;10115;3;51;14,00;7;98,00
15/09/2003;22715;10894;21;51;14,00;22;308,00
29/11/2003;22716;10854;11;72;7,75;7;54,25
18/05/2003;22717;10027;8;15;123,79;10;1237,90
12/04/2003;22718;10535;16;30;36,00;35;1260,00
17/11/2003;22719;10363;3;24;23,25;29;674,25
12/01/2003;22720;10513;5;53;6,00;24;144,00
19/01/2003;22721;10099;6;2;43,90;8;351,20
30/01/2003;22722;10419;11;64;9,00;8;72,00
17/02/2003;22723;10662;10;34;2,50;19;47,50
04/07/2003;22724;10015;12;19;30,00;41;1230,00
15/12/2003;22725;10648;8;64;9,00;11;99,00
15/10/2003;22726;10861;20;16;19,00;49;931,00
01/04/2003;22727;10320;17;11;15,00;14;210,00
14/11/2003;22728;10335;19;65;55,00;17;935,00
24/08/2003;22729;10058;7;19;30,00;10;300,00
06/05/2003;22730;10771;18;52;24,00;34;816,00
03/10/2003;22731;10424;21;63;38,00;24;912,00
15/04/2003;22732;10771;2;65;55,00;2;110,00
15/10/2003;22733;10750;10;33;18,00;20;360,00
31/01/2003;22734;10947;11;66;14,00;24;336,00
23/03/2003;22735;10390;19;31;21,05;8;168,40
27/05/2003;22736;10643;3;1;14,00;49;686,00
01/10/2003;22737;10072;21;32;12,00;46;552,00
17/11/2003;22738;10409;10;52;24,00;6;144,00
31/07/2003;22739;10971;2;68;12,50;48;600,00
23/05/2003;22740;10253;19;72;7,75;38;294,50
20/02/2003;22741;10439;12;59;55,00;17;935,00
13/07/2003;22742;10973;6;37;13,25;43;569,75
19/11/2003;22743;10528;19;7;15,50;41;635,50
12/05/2003;22744;10078;16;54;24,00;6;144,00
06/05/2003;22745;10724;15;39;10,00;32;320,00
19/03/2003;22746;10084;1;25;36,00;47;1692,00
14/06/2003;22747;10544;3;52;24,00;47;1128,00
19/08/2003;22748;10233;5;71;53,00;3;159,00
05/08/2003;22749;10900;2;16;19,00;14;266,00
08/10/2003;22750;10889;4;41;9,20;51;469,20
18/01/2003;22751;10390;6;32;12,00;3;36,00
10/07/2003;22752;10168;23;63;38,00;44;1672,00
06/01/2003;22753;10926;24;29;43,90;29;1273,10
28/03/2003;22754;10566;17;46;15,50;5;77,50
27/11/2003;22755;10340;8;54;24,00;49;1176,00
15/03/2003;22756;10623;17;63;38,00;35;1330,00
05/03/2003;22757;10894;20;13;19,00;23;437,00
20/01/2003;22758;10906;23;15;123,79;30;3713,70
26/12/2003;22759;10836;14;22;21,05;18;378,90
13/08/2003;22760;10833;14;10;49,30;11;542,30
23/05/2003;22761;10415;21;14;263,50;11;2898,50
04/05/2003;22762;10137;9;41;9,20;31;285,20
07/01/2003;22763;10007;1;29;43,90;33;1448,70
12/08/2003;22764;10978;17;60;263,50;28;7378,00
02/04/2003;22765;10262;21;51;14,00;38;532,00
21/05/2003;22766;10005;14;72;7,75;28;217,00
31/08/2003;22767;10430;5;63;38,00;22;836,00
24/01/2003;22768;10886;12;61;31,00;28;868,00
27/01/2003;22769;10259;20;69;9,50;45;427,50
13/08/2003;22770;10098;16;51;14,00;49;686,00
26/09/2003;22771;10148;3;49;21,05;47;989,35
23/10/2003;22772;10990;6;49;21,05;9;189,45
15/03/2003;22773;10423;9;62;18,00;5;90,00
17/05/2003;22774;10429;19;76;9,50;30;285,00
04/05/2003;22775;10936;11;63;38,00;36;1368,00
02/07/2003;22776;10528;14;69;9,50;9;85,50
01/05/2003;22777;10353;21;66;14,00;14;196,00
23/02/2003;22778;10262;3;40;32,80;35;1148,00
08/01/2003;22779;10817;7;23;32,00;39;1248,00
06/10/2003;22780;10995;15;23;32,00;9;288,00
24/04/2003;22781;10873;7;18;21,05;50;1052,50
25/07/2003;22782;10190;16;64;9,00;33;297,00
23/08/2003;22783;10825;16;22;21,05;39;820,95
08/06/2003;22784;10850;25;67;9,50;37;351,50
02/02/2003;22785;10920;20;15;123,79;42;5199,18
20/09/2003;22786;10461;22;15;123,79;40;4951,60
14/12/2003;22787;10023;19;54;24,00;29;696,00
31/07/2003;22788;10467;15;29;43,90;45;1975,50
27/08/2003;22789;10686;11;55;9,00;2;18,00
10/05/2003;22790;10562;24;57;19,00;24;456,00
22/11/2003;22791;10768;24;75;13,25;48;636,00
25/10/2003;22792;10336;24;5;12,50;40;500,00
01/05/2003;22793;10010;20;30;36,00;20;720,00
16/09/2003;22794;10041;25;58;24,00;18;432,00
18/03/2003;22795;10227;17;6;15,50;34;527,00
17/08/2003;22796;10522;8;45;12,50;38;475,00
14/07/2003;22797;10016;8;44;53,00;20;1060,00
15/07/2003;22798;10588;18;19;30,00;3;90,00
17/10/2003;22799;10142;18;60;263,50;37;9749,50
30/11/2003;22800;10360;23;17;12,75;16;204,00
26/10/2003;22801;10005;18;58;24,00;30;720,00
07/04/2003;22802;10363;4;61;31,00;46;1426,00
09/06/2003;22803;10845;17;11;15,00;45;675,00
14/02/2003;22804;10416;9;23;32,00;43;1376,00
11/04/2003;22805;10594;13;16;19,00;16;304,00
25/09/2003;22806;10575;20;48;14,00;8;112,00
05/01/2003;22807;10525;23;26;123,79;19;2352,01
06/08/2003;22808;10685;7;72;7,75;7;54,25
14/05/2003;22809;10110;24;68;12,50;22;275,00
01/09/2003;22810;10306;24;72;7,75;4;31,00
19/02/2003;22811;10743;9;44;53,00;50;2650,00
29/03/2003;22812;10046;12;77;9,65;20;193,00
19/07/2003;22813;10228;4;45;12,50;31;387,50
14/12/2003;22814;10594;7;34;2,50;39;97,50
03/10/2003;22815;10198;22;36;17,45;15;261,75
25/10/2003;22816;10966;22;20;14,00;24;336,00
11/07/2003;22817;10862;14;21;12,50;35;437,50
03/08/2003;22818;10761;15;22;21,05;46;968,30
20/04/2003;22819;10742;18;37;13,25;9;119,25
20/04/2003;22820;10451;4;66;14,00;14;196,00
03/10/2003;22821;10306;11;60;263,50;11;2898,50
23/01/2003;22822;10986;25;2;43,90;38;1668,20
04/06/2003;22823;10647;11;55;9,00;30;270,00
18/11/2003;22824;10249;9;5;12,50;25;312,50
18/04/2003;22825;10625;24;53;6,00;25;150,00
06/05/2003;22826;10138;6;1;14,00;28;392,00
05/12/2003;22827;10117;18;72;7,75;30;232,50
04/06/2003;22828;10308;23;12;46,00;25;1150,00
22/05/2003;22829;10293;4;33;18,00;30;540,00
13/09/2003;22830;10853;3;73;49,30;6;295,80
22/02/2003;22831;10059;20;62;18,00;30;540,00
05/09/2003;22832;10470;21;52;24,00;33;792,00
16/01/2003;22833;10089;11;57;19,00;41;779,00
17/03/2003;22834;10862;14;58;24,00;31;744,00
06/11/2003;22835;10094;21;35;38,00;45;1710,00
25/03/2003;22836;10435;26;63;38,00;35;1330,00
05/06/2003;22837;10233;5;19;30,00;15;450,00
10/07/2003;22838;10566;12;45;12,50;34;425,00
18/08/2003;22839;10826;19;14;263,50;19;5006,50
05/02/2003;22840;10956;6;19;30,00;20;600,00
04/09/2003;22841;10776;16;30;36,00;46;1656,00
07/02/2003;22842;10871;6;15;123,79;37;4580,23
20/02/2003;22843;10354;10;41;9,20;31;285,20
12/08/2003;22844;10293;20;71;53,00;33;1749,00
05/03/2003;22845;10247;25;40;32,80;23;754,40
12/05/2003;22846;10259;6;41;9,20;28;257,60
23/03/2003;22847;10041;11;38;7,45;7;52,15
29/10/2003;22848;10923;24;29;43,90;26;1141,40
26/06/2003;22849;10534;24;29;43,90;47;2063,30
15/04/2003;22850;10122;14;41;9,20;5;46,00
25/12/2003;22851;10529;7;6;15,50;41;635,50
04/09/2003;22852;10482;6;13;19,00;40;760,00
23/03/2003;22853;10034;3;49;21,05;16;336,80
02/12/2003;22854;10334;8;15;123,79;29;3589,91
17/08/2003;22855;10003;13;4;34,80;41;1426,80
21/03/2003;22856;10979;5;41;9,20;34;312,80
01/07/2003;22857;10039;3;64;9,00;16;144,00
27/01/2003;22858;10085;18;73;49,30;43;2119,90
22/12/2003;22859;10707;6;76;9,50;23;218,50
10/01/2003;22860;10242;11;31;21,05;36;757,80
12/07/2003;22861;10374;16;40;32,80;32;1049,60
01/11/2003;22862;10957;22;16;19,00;44;836,00
30/03/2003;22863;10712;25;34;2,50;28;70,00
15/10/2003;22864;10624;16;43;15,00;50;750,00
07/12/2003;22865;10294;19;51;14,00;15;210,00
18/05/2003;22866;10249;12;14;263,50;35;9222,50
20/01/2003;22867;10927;14;45;12,50;48;600,00
15/01/2003;22868;10955;5;10;49,30;30;1479,00
25/12/2003;22869;10621;18;17;12,75;16;204,00
18/08/2003;22870;10560;23;77;9,65;18;173,70
09/09/2003;22871;10370;13;69;9,50;11;104,50
17/03/2003;22872;10746;20;17;12,75;19;242,25
07/04/2003;22873;10134;18;10;49,30;26;1281,80
26/03/2003;22874;10614;16;75;13,25;17;225,25
15/08/2003;22875;10681;10;14;263,50;35;9222,50
06/10/2003;22876;10642;11;74;24,00;41;984,00
18/12/2003;22877;10210;4;26;123,79;39;4827,81
25/08/2003;22878;10340;16;19;30,00;6;180,00
04/10/2003;22879;10886;23;67;9,50;41;389,50
14/01/2003;22880;10125;15;50;10,00;12;120,00
10/08/2003;22881;10717;20;24;23,25;19;441,75
09/08/2003;22882;10200;10;44;53,00;50;2650,00
01/11/2003;22883;10415;10;39;10,00;27;270,00
26/05/2003;22884;10467;18;15;123,79;17;2104,43
14/01/2003;22885;10153;19;43;15,00;29;435,00
29/01/2003;22886;10762;24;31;21,05;6;126,30
07/06/2003;22887;10369;19;40;32,80;7;229,60
25/03/2003;22888;10932;21;67;9,50;40;380,00
17/12/2003;22889;10034;2;47;7,00;31;217,00
22/04/2003;22890;10539;4;18;21,05;46;968,30
31/01/2003;22891;10029;6;20;14,00;13;182,00
30/12/2003;22892;10232;18;17;12,75;16;204,00
16/06/2003;22893;10540;25;10;49,30;40;1972,00
09/06/2003;22894;10055;5;13;19,00;27;513,00
17/08/2003;22895;10631;21;16;19,00;6;114,00
17/08/2003;22896;10227;19;24;23,25;36;837,00
21/01/2003;22897;10401;10;22;21,05;43;905,15
09/02/2003;22898;10181;16;58;24,00;42;1008,00
18/07/2003;22899;10374;22;45;12,50;5;62,50
17/06/2003;22900;10881;19;8;9,20;25;230,00
17/01/2003;22901;10040;8;32;12,00;33;396,00
25/06/2003;22902;10712;8;3;43,90;16;702,40
14/01/2003;22903;10689;16;77;9,65;21;202,65
17/06/2003;22904;10463;10;21;12,50;25;312,50
11/08/2003;22905;10963;25;69;9,50;50;475,00
17/11/2003;22906;10191;19;71;53,00;26;1378,00
14/08/2003;22907;10755;10;45;12,50;13;162,50
27/08/2003;22908;10999;8;3;43,90;41;1799,90
14/09/2003;22909;10399;21;24;23,25;44;1023,00
04/09/2003;22910;10994;16;57;19,00;33;627,00
14/11/2003;22911;10263;19;12;46,00;45;2070,00
11/08/2003;22912;10980;7;36;17,45;3;52,35
27/06/2003;22913;10193;23;64;9,00;38;342,00
14/01/2003;22914;10651;20;5;12,50;14;175,00
22/06/2003;22915;10432;5;63;38,00;19;722,00
08/03/2003;22916;10311;14;66;14,00;41;574,00
30/11/2003;22917;10942;16;64;9,00;15;135,00
02/08/2003;22918;10427;4;62;18,00;27;486,00
16/06/2003;22919;10274;17;50;10,00;6;60,00
28/04/2003;22920;10514;19;37;13,25;12;159,00
28/11/2003;22921;10392;14;63;38,00;11;418,00
10/11/2003;22922;10154;3;39;10,00;20;200,00
22/09/2003;22923;10114;19;61;31,00;3;93,00
27/11/2003;22924;10183;17;41;9,20;9;82,80
28/03/2003;22925;10072;14;41;9,20;19;174,80
23/10/2003;22926;10303;5;76;9,50;11;104,50
28/10/2003;22927;10348;22;50;10,00;42;420,00
04/10/2003;22928;10686;14;23;32,00;12;384,00
29/05/2003;22929;10190;4;31;21,05;14;294,70
29/09/2003;22930;10315;17;8;9,20;34;312,80
12/12/2003;22931;10467;22;35;38,00;18;684,00
25/05/2003;22932;10120;15;52;24,00;14;336,00
22/10/2003;22933;10770;8;7;15,50;29;449,50
22/06/2003;22934;10179;21;65;55,00;36;1980,00
17/03/2003;22935;10314;17;2;43,90;27;1185,30
30/06/2003;22936;10511;11;62;18,00;6;108,00
02/05/2003;22937;10045;5;36;17,45;7;122,15
02/03/2003;22938;10259;7;54;24,00;48;1152,00
28/02/2003;22939;10608;11;58;24,00;15;360,00
27/06/2003;22940;10270;9;4;34,80;27;939,60
11/04/2003;22941;10095;8;55;9,00;50;450,00
13/12/2003;22942;10376;10;14;263,50;14;3689,00
20/07/2003;22943;10704;15;67;9,50;44;418,00
09/06/2003;22944;10895;9;19;30,00;20;600,00
06/02/2003;22945;10741;1;56;30,00;44;1320,00
30/12/2003;22946;10131;9;53;6,00;30;180,00
05/05/2003;22947;10609;17;2;43,90;17;746,30
30/09/2003;22948;10921;16;5;12,50;6;75,00
19/02/2003;22949;10684;2;56;30,00;39;1170,00
05/10/2003;22950;10485;25;43;15,00;49;735,00
26/12/2003;22951;10251;20;74;24,00;13;312,00
27/11/2003;22952;10131;7;60;263,50;21;5533,50
22/08/2003;22953;10894;10;16;19,00;43;817,00
23/02/2003;22954;10589;9;34;2,50;48;120,00
12/04/2003;22955;10993;20;46;15,50;44;682,00
21/05/2003;22956;10001;6;18;21,05;12;252,60
22/07/2003;22957;10252;14;1;14,00;32;448,00
30/07/2003;22958;10858;26;64;9,00;5;45,00
14/05/2003;22959;10395;16;21;12,50;12;150,00
18/02/2003;22960;10407;13;74;24,00;48;1152,00
13/05/2003;22961;10444;21;60;263,50;15;3952,50
04/02/2003;22962;10306;5;69;9,50;45;427,50
16/04/2003;22963;10237;14;20;14,00;39;546,00
10/03/2003;22964;10578;16;57;19,00;42;798,00
22/07/2003;22965;10094;24;42;7,00;20;140,00
10/07/2003;22966;10116;15;46;15,50;36;558,00
24/09/2003;22967;10777;6;39;10,00;5;50,00
22/09/2003;22968;10299;8;17;12,75;35;446,25
01/05/2003;22969;10161;3;49;21,05;37;778,85
13/07/2003;22970;10474;21;74;24,00;15;360,00
04/11/2003;22971;10271;13;55;9,00;45;405,00
11/04/2003;22972;10362;11;70;19,00;46;874,00
30/08/2003;22973;10579;23;65;55,00;23;1265,00
11/03/2003;22974;10644;3;55;9,00;10;90,00
11/02/2003;22975;10739;23;42;7,00;16;112,00
12/05/2003;22976;10274;6;29;43,90;32;1404,80
05/06/2003;22977;10145;24;61;31,00;26;806,00
21/03/2003;22978;10297;20;6;15,50;31;480,50
09/02/2003;22979;10979;21;13;19,00;24;456,00
13/10/2003;22980;10204;21;54;24,00;8;192,00
24/12/2003;22981;10659;7;42;7,00;13;91,00
24/12/2003;22982;10092;18;64;9,00;30;270,00
20/08/2003;22983;10831;16;77;9,65;6;57,90
20/05/2003;22984;10190;21;13;19,00;37;703,00
12/09/2003;22985;10320;9;45;12,50;18;225,00
26/01/2003;22986;10498;12;53;6,00;12;72,00
19/09/2003;22987;10697;12;57;19,00;37;703,00
05/06/2003;22988;10593;7;17;12,75;20;255,00
09/10/2003;22989;10361;8;66;14,00;44;616,00
18/02/2003;22990;10877;22;65;55,00;16;880,00
13/10/2003;22991;10303;16;49;21,05;42;884,10
13/08/2003;22992;10796;24;53;6,00;16;96,00
15/09/2003;22993;10943;5;16;19,00;38;722,00
11/07/2003;22994;10812;23;61;31,00;6;186,00
08/11/2003;22995;10715;24;77;9,65;20;193,00
06/10/2003;22996;10161;19;15;123,79;5;618,95
26/07/2003;22997;10291;14;3;43,90;20;878,00
07/07/2003;22998;10681;20;33;18,00;25;450,00
20/02/2003;22999;10607;19;75;13,25;31;410,75
21/07/2003;23000;10231;11;72;7,75;30;232,50
22/05/2003;23001;10094;14;13;19,00;28;532,00
11/06/2003;23002;10492;4;27;19,00;11;209,00
31/12/2003;23003;10775;19;40;32,80;3;98,40
18/08/2003;23004;10181;11;40;32,80;42;1377,60
06/10/2003;23005;10133;23;75;13,25;27;357,75
02/06/2003;23006;10952;22;38;7,45;26;193,70
04/08/2003;23007;10901;5;56;30,00;37;1110,00
31/12/2003;23008;10524;9;23;32,00;9;288,00
18/01/2003;23009;10184;12;60;263,50;23;6060,50
05/12/2003;23010;10806;18;68;12,50;49;612,50
27/06/2003;23011;10573;18;21;12,50;40;500,00
08/06/2003;23012;10064;3;54;24,00;43;1032,00
23/09/2003;23013;10150;14;43;15,00;3;45,00
20/02/2003;23014;10404;11;59;55,00;28;1540,00
12/07/2003;23015;10545;19;21;12,50;10;125,00
28/02/2003;23016;10097;21;4;34,80;29;1009,20
08/01/2003;23017;10454;6;56;30,00;23;690,00
14/03/2003;23018;10538;3;70;19,00;46;874,00
17/02/2003;23019;10258;19;17;12,75;35;446,25
09/07/2003;23020;10865;19;32;12,00;28;336,00
12/07/2003;23021;10681;3;26;123,79;17;2104,43
21/08/2003;23022;10515;22;15;123,79;2;247,58
08/10/2003;23023;10602;10;20;14,00;10;140,00
16/02/2003;23024;10259;9;68;12,50;34;425,00
20/03/2003;23025;10468;26;37;13,25;19;251,75
14/03/2003;23026;10487;12;34;2,50;2;5,00
12/07/2003;23027;10933;3;57;19,00;11;209,00
13/05/2003;23028;10776;23;74;24,00;48;1152,00
15/02/2003;23029;10645;9;68;12,50;41;512,50
15/11/2003;23030;10030;13;39;10,00;9;90,00
17/12/2003;23031;10337;21;74;24,00;33;792,00
20/05/2003;23032;10714;5;26;123,79;12;1485,48
31/12/2003;23033;10623;7;66;14,00;20;280,00
15/09/2003;23034;10968;21;42;7,00;17;119,00
05/12/2003;23035;10151;2;15;123,79;41;5075,39
10/01/2003;23036;10632;8;60;263,50;10;2635,00
17/06/2003;23037;10038;15;29;43,90;24;1053,60
20/11/2003;23038;10459;23;53;6,00;21;126,00
16/05/2003;23039;10721;2;71;53,00;33;1749,00
20/04/2003;23040;10052;3;29;43,90;23;1009,70
23/04/2003;23041;10641;8;39;10,00;24;240,00
29/01/2003;23042;10312;20;61;31,00;18;558,00
29/10/2003;23043;10422;9;30;36,00;19;684,00
02/06/2003;23044;10409;9;74;24,00;6;144,00
31/08/2003;23045;10436;6;4;34,80;22;765,60
27/12/2003;23046;10578;7;40;32,80;51;1672,80
31/05/2003;23047;10925;16;27;19,00;3;57,00
24/08/2003;23048;10258;18;65;55,00;19;1045,00
05/10/2003;23049;10074;20;31;21,05;48;1010,40
13/03/2003;23050;10365;25;57;19,00;32;608,00
13/03/2003;23051;10707;16;6;15,50;38;589,00
25/04/2003;23052;10723;13;56;30,00;31;930,00
21/07/2003;23053;10491;6;57;19,00;18;342,00
31/03/2003;23054;10928;5;2;43,90;22;965,80
16/05/2003;23055;10824;11;51;14,00;41;574,00
26/01/2003;23056;10204;2;74;24,00;23;552,00
09/03/2003;23057;10801;3;27;19,00;50;950,00
14/12/2003;23058;10989;13;39;10,00;14;140,00
17/04/2003;23059;10921;26;37;13,25;14;185,50
06/04/2003;23060;10328;24;72;7,75;16;124,00
07/06/2003;23061;10435;18;26;123,79;49;6065,71
31/12/2003;23062;10318;26;75;13,25;47;622,75
24/09/2003;23063;10499;25;76;9,50;36;342,00
16/08/2003;23064;10154;25;66;14,00;3;42,00
17/08/2003;23065;10530;2;37;13,25;1;13,25
10/03/2003;23066;10561;14;15;123,79;16;1980,64
23/05/2003;23067;10431;15;58;24,00;10;240,00
02/11/2003;23068;10623;24;47;7,00;47;329,00
01/01/2003;23069;10575;6;26;123,79;31;3837,49
05/10/2003;23070;10319;8;35;38,00;4;152,00
09/05/2003;23071;10729;25;52;24,00;31;744,00
29/03/2003;23072;10264;22;4;34,80;44;1531,20
28/11/2003;23073;10296;9;56;30,00;19;570,00
01/11/2003;23074;10474;18;33;18,00;19;342,00
18/09/2003;23075;10558;21;40;32,80;10;328,00
14/03/2003;23076;10146;12;30;36,00;41;1476,00
26/01/2003;23077;10800;14;23;32,00;35;1120,00
09/06/2003;23078;10769;11;20;14,00;6;84,00
08/09/2003;23079;10500;23;56;30,00;10;300,00
30/03/2003;23080;10079;22;72;7,75;27;209,25
14/01/2003;23081;10964;20;32;12,00;33;396,00
18/09/2003;23082;10637;18;66;14,00;4;56,00
12/12/2003;23083;10076;6;27;19,00;49;931,00
20/02/2003;23084;10073;13;4;34,80;25;870,00
11/02/2003;23085;10075;24;26;123,79;9;1114,11
02/11/2003;23086;10274;25;38;7,45;31;230,95
08/10/2003;23087;10501;9;30;36,00;13;468,00
11/09/2003;23088;10035;13;25;36,00;5;180,00
11/11/2003;23089;10724;6;48;14,00;18;252,00
10/07/2003;23090;10974;18;49;21,05;26;547,30
20/09/2003;23091;10711;19;21;12,50;32;400,00
14/07/2003;23092;10725;21;3;43,90;5;219,50
01/02/2003;23093;10943;21;53;6,00;7;42,00
19/01/2003;23094;10702;10;1;14,00;47;658,00
23/12/2003;23095;10622;18;47;7,00;17;119,00
09/06/2003;23096;10958;8;68;12,50;21;262,50
21/01/2003;23097;10597;19;62;18,00;11;198,00
28/08/2003;23098;10925;24;73;49,30;43;2119,90
14/02/2003;23099;10645;7;19;30,00;12;360,00
17/08/2003;23100;10060;8;70;19,00;47;893,00
05/07/2003;23101;10026;2;12;46,00;10;460,00
30/08/2003;23102;10688;7;71;53,00;31;1643,00
21/09/2003;23103;10457;13;39;10,00;8;80,00
22/03/2003;23104;10566;3;54;24,00;41;984,00
18/08/2003;23105;10931;7;19;30,00;45;1350,00
14/11/2003;23106;10946;3;36;17,45;37;645,65
03/10/2003;23107;10011;3;55;9,00;17;153,00
18/10/2003;23108;10179;9;68;12,50;45;562,50
23/03/2003;23109;10523;20;44;53,00;4;212,00
19/05/2003;23110;10135;1;10;49,30;1;49,30
15/01/2003;23111;10804;25;73;49,30;9;443,70
13/05/2003;23112;10967;17;57;19,00;23;437,00
30/05/2003;23113;10903;1;40;32,80;16;524,80
31/05/2003;23114;10008;24;70;19,00;43;817,00
06/01/2003;23115;10394;14;5;12,50;19;237,50
24/01/2003;23116;10822;16;23;32,00;5;160,00
25/01/2003;23117;10712;13;33;18,00;5;90,00
25/05/2003;23118;10707;10;59;55,00;40;2200,00
11/03/2003;23119;10163;16;75;13,25;2;26,50
20/11/2003;23120;10159;3;29;43,90;48;2107,20
24/07/2003;23121;10017;4;5;12,50;12;150,00
19/04/2003;23122;10097;18;38;7,45;20;149,00
04/01/2003;23123;10335;8;10;49,30;15;739,50
08/06/2003;23124;10871;12;12;46,00;11;506,00
21/11/2003;23125;10450;25;18;21,05;29;610,45
03/08/2003;23126;10338;20;58;24,00;15;360,00
27/03/2003;23127;10239;14;25;36,00;3;108,00
18/12/2003;23128;10532;12;64;9,00;37;333,00
25/01/2003;23129;10605;1;49;21,05;39;820,95
23/01/2003;23130;10717;17;35;38,00;28;1064,00
08/01/2003;23131;10826;5;53;6,00;49;294,00
03/12/2003;23132;10848;5;44;53,00;5;265,00
10/12/2003;23133;10670;12;6;15,50;26;403,00
18/12/2003;23134;10725;23;22;21,05;10;210,50
01/12/2003;23135;10436;4;74;24,00;40;960,00
27/08/2003;23136;10365;5;58;24,00;35;840,00
04/02/2003;23137;10327;23;63;38,00;43;1634,00
04/04/2003;23138;10385;16;43;15,00;3;45,00
04/11/2003;23139;10813;6;77;9,65;39;376,35
20/10/2003;23140;10415;23;27;19,00;13;247,00
29/05/2003;23141;10885;6;14;263,50;46;12121,00
27/03/2003;23142;10831;7;22;21,05;45;947,25
04/02/2003;23143;10367;12;42;7,00;26;182,00
29/05/2003;23144;10328;14;52;24,00;28;672,00
04/03/2003;23145;10674;8;39;10,00;36;360,00
12/10/2003;23146;10135;9;42;7,00;33;231,00
18/08/2003;23147;10695;14;20;14,00;49;686,00
01/01/2003;23148;10876;20;28;18,00;16;288,00
07/10/2003;23149;10685;7;21;12,50;19;237,50
04/03/2003;23150;10385;15;77;9,65;5;48,25
08/11/2003;23151;10343;20;72;7,75;34;263,50
27/07/2003;23152;10983;6;40;32,80;23;754,40
20/07/2003;23153;10461;18;36;17,45;23;401,35
