Sexo;Estado Civil;Anos de estudo;Formação;Tempo de empresa;Unidade;Departamento;Cargo;Salário;Bônus
Masculino;Casado;18;Humanas;28;Rio de Janeiro;Vendas;Assistente;29,63;68,06
Masculino;Casado;13;Humanas;9;São Paulo;Vendas;Assistente;6,42;14,56
Feminino;Solteiro;13;Humanas;0;São Paulo;Pessoal;Auxiliar;2,61;3,92
Feminino;Casado;12;Sócio-econômicas;7;Rio de Janeiro;Produção;Assistente;12,05;35,38
Feminino;Casado;17;Biológicas;24;Rio de Janeiro;Produção;Assistente;20,43;19,22
Feminino;Viúvo;10;Exatas;0;Florianópolis;Produção;Auxiliar;1,22;3,26
Masculino;Casado; ;Sócio-econômicas;5;Curi ;Financeiro;Assistente;16,67;42,42
Masculino;Casado;23;Sócio-econômicas;27;Rio de Janeiro;Vendas;Gerente;55,5;69,7
Masculino;Casado;16;Sócio-econômicas;14;Curitiba;Pessoal;Assistente; ;25,18
Masculino;Casado;14;Exatas;13;Curitiba;Produção;Auxiliar;1,52;4,6
Feminino;Casado;16;Exatas;12;Rio de Janeiro;Vendas;Auxiliar;5,26;14,76
Feminino;Casado;15;Humanas;20;Rio de Janeiro;Vendas;Auxiliar;15,53;14,02
Feminino;Casado;18;Sócio-econômicas;30;Curitiba;Vendas;Assistente;28,65;16,68
Feminino;Casado;16;Sócio-econômicas;9;Rio de Janeiro;Vendas;Assistente;12,32;38,24
Feminino;Casado;15;Humanas;17;Curitiba;Financeiro;Auxiliar;11,66;9,18
Masculino;Casado;17;Biológicas;16;São Paulo;Financeiro;Assistente;14,76;9,18
Feminino;Casado;14;Exatas;8;Rio de Janeiro;Pessoal;Auxiliar;3,87;18,56
Feminino;Solteiro;15;Sócio-econômicas;28;Rio de Janeiro;Vendas;Assistente;17;39,34
Masculino;Casado;11;Sócio-econômicas;22;Curitiba;Vendas;Auxiliar;6,33;6,58
Feminino;Solteiro;15;Sócio-econômicas;18;Curitiba;Financeiro;Assistente;4,78;3,54
Masculino;Divorciado;13;Humanas;1;São Paulo;Produção;Assistente;2,74;28,6
Masculino;Divorciado;19;Sócio-econômicas;24;Rio de Janeiro;Vendas;Assistente;19,86;120,16
Masculino;Casado;15;Sócio-econômicas;21;Rio de Janeiro;Vendas;Assistente;9,84;30,74
Masculino;Solteiro;15;Exatas;12;São Paulo;Financeiro;Auxiliar;3,76;9,3
Masculino;Solteiro;18;Exatas;5;Curitiba;Financeiro;Auxiliar;4,65;13,34
Masculino;Casado;12;Exatas;12;São Paulo;Produção;Auxiliar;3,29;7,84
Masculino;Casado;15;Humanas;30;Rio de Janeiro;Vendas;Assistente;17,86;34,34
Masculino;Casado;17;Humanas;8;Curitiba;Financeiro;Assistente;7,47;14,76
Masculino;Casado;9;Humanas;10;São Paulo;Vendas;Auxiliar;2,42;5,48
Feminino;Casado;12;Exatas;6;Florianópolis;Pessoal;Auxiliar;3,44;3,82
Feminino;Casado;11;Exatas;0;Florianópolis;Produção;Auxiliar;1,12;3,12
Masculino;Casado;18;Sócio-econômicas;11;São Paulo;Vendas;Assistente;17;45,64
Feminino;Casado;17;Sócio-econômicas;25;Rio de Janeiro;Vendas;Assistente;17,34;23,84
Masculino;Casado;15;Humanas;18;Florianópolis;Produção;Assistente;14,01;49,48
Masculino;Casado;18;Sócio-econômicas;43;Rio de Janeiro;Vendas;Gerente;24,09;29,2
Masculino;Casado;15;Sócio-econômicas;23;Curitiba;Vendas;Assistente;10,54;28,3
Masculino;Casado;17;Exatas;14;Curitiba;Vendas;Assistente;11,28;25,72
Masculino;Solteiro;12;Biológicas;23;Rio de Janeiro;Vendas;Auxiliar;3,14;7,52
Feminino;Casado;14;Sócio-econômicas;12;Rio de Janeiro;Vendas;Assistente;14,91;13,86
Masculino;Solteiro;16;Humanas;29;Rio de Janeiro;Vendas;Assistente;6,5;12,02
Feminino;Casado;12;Sócio-econômicas;15;Curitiba;Produção;Auxiliar;3,49;8,68
Feminino;Casado;18;Sócio-econômicas;22;São Paulo;Pessoal;Assistente;16,34;18,78
Masculino;Solteiro;14;Exatas;10;Florianópolis;Produção;Auxiliar;1,95;2,1
Masculino;Solteiro;14;Sócio-econômicas;10;Curitiba;Vendas;Assistente;15,53;2,5
Masculino;Casado;14;Biológicas;16;Rio de Janeiro;Produção;Assistente;13,28;20,6
Feminino;Solteiro;8;Exatas;0;Florianópolis;Produção;Auxiliar;1,02;2,02
Feminino;Solteiro;13;Humanas;15;Rio de Janeiro;Vendas;Auxiliar;4,72;3,7
Feminino;Casado;12;Humanas;0;Rio de Janeiro;Produção;Auxiliar;1,08;9,04
Feminino;Casado;13;Sócio-econômicas;12;Florianópolis;Produção;Auxiliar;3,49;7,3
Feminino;Casado;19;Humanas;26;Rio de Janeiro;Vendas;Assistente;14,3;55,38
Masculino;Divorciado;12;Sócio-econômicas;12;Rio de Janeiro;Fina ;Auxiliar;3,65;13,34
Masculino;Viúvo;18;Sócio-econômicas;19;Rio de Janeiro;Vendas;Assistente;8,65;53,06
Masculino;Casado;14;Humanas;0;Curitiba;Produção;Auxiliar;2,61;11,56
Masculino;Casado;13;Sócio-econômicas;18;São Paulo;Financeiro;Assistente;19,48;33,68
Feminino;Casado;20;Sócio-econômicas;18;Rio de Janeiro;Vendas;Assistente;21,6;24,9
Masculino;Casado;13;Biol ;5;São Paulo;Vendas;Auxiliar;2,02;3,36
Masculino;Casado;13;Humanas;21;São Paulo;Produção;Auxiliar;8,54;5,82
Feminino;Casado;12;Exatas;0;Rio de Janeiro;Financeiro;Auxiliar;2,91;2
Masculino;Casado;14;Sócio-econômicas;11;Curitiba;Produção;Auxiliar;3,44;10,52
Masculino;Casado;11;Exatas;0;Curitiba;Produção;Auxiliar;1,75;8,44
Masculino;Solteiro;15;Sócio-econômicas;2;Curitiba;Vendas;Auxiliar;3,76;5,14
Feminino;Solteiro;11;Biológicas;8;São Paulo;Pessoal;Auxiliar;1,36;2,16
Masculino;Divorciado;14;Sócio-econômicas;3;Rio de Janeiro;Vendas;Assistente;5,78;11,72
Feminino;Casado;18;Humanas;28;São Paulo;Pessoal;Assistente;10,78;23,58
Feminino;Casado;13;Biológicas;16;Rio de Janeiro;Vendas;Assistente;9,39;29,82
Masculino;Solteiro;14;Sócio-econômicas;8;Florianópolis;Pessoal;Auxiliar;6,33;18,14
Masculino;Casado;20;Sócio-econômicas;23;Rio de Janeiro;Vendas;Gerente;64,07;94,72
Feminino;Casado;12;Humanas;20;Curitiba;Produção;Auxiliar;2,74;2,32
Masculino;Divorciado;12;Sócio-econômicas;4;Rio de Janeiro;Pessoal;Auxiliar;6,01;12,66
Feminino;Casado;13;Exatas;0;Curitiba;Produção;Auxiliar;1,8;5,82
Feminino;Casado;16;Biológicas;21;Curitiba;Vendas;Assistente;11,03;18,14
Masculino;Casado;18;Humanas;34;Rio de Janeiro;Vendas;Gerente;40,04;86,88
Feminino;Casado;13;Biológicas;20;Florianópolis;Produção;Auxiliar;2,57;14,76
Masculino;Casado;13;Sócio-econômicas;9;São Paulo;Financeiro;Auxiliar;8,65;4,24
Feminino;Viúvo;13;Sócio-econômicas;13;Rio de Janeiro;Pessoal;Assistente;13,43;36,08
Masculino;Casado;9;Humanas;1;São Paulo;Produção;Auxiliar;2,66;7,3
Masculino;Casado;15;Sócio-econômicas;13;Curitiba;Vendas;Auxiliar;10,07;11,4
Masculino;Casado;17;Sócio-econômicas;7;Rio de Janeiro;Vendas;Assistente;25,18;29,82
Masculino;Viúvo;14;Humanas;16;Rio de Janeiro;Produção;Auxiliar;3,1;3,76
Masculino;Solteiro;12;Sócio-econômicas;17;Curitiba;Produção;Auxiliar;5,55;19
Masculino;Casado;14;Sócio-econômicas;16;Rio de Janeiro;Vendas;Assistente;9,39;24,1
Masculino;Casado;16;Biológicas;23;Curitiba;Vendas;Assistente;10,42;8,44
Masculino;Solteiro;14;Sócio-econômicas;16;Curitiba;Financeiro;Auxiliar;7,19;34
Feminino;Viúvo;15;Biológicas;16;Curitiba;Pessoal;Auxiliar;4,04;4,84
Feminino;Casado;8;Exatas;5;Florianópolis;Produção;Auxiliar;1,16;2,64
Feminino;Solteiro;13;Sócio-econômicas;3;Florianópolis;Vendas;Auxiliar;5,48;8,08
Masculino;Casado;14;Exatas;8;Rio de Janeiro;Vendas;Auxiliar;4,28;15,88
Feminino;Casado;12;Biológicas;5;São Paulo;Produção;Auxiliar;1,25;4,68
Masculino;Casado;17;Sócio-econômicas;17;Curitiba;Financeiro;Assistente;16,84;44,42
Masculino;Casado;18;Humanas;24;São Paulo;Vendas;Assistente;36,81;61,26
Masculino;Casado;17;Sócio-econômicas;30;Rio de Janeiro;Vendas;Assistente;22,61;37,14
Masculino;Casado;17;Exatas;21;Rio de Janeiro;Pessoal;Auxiliar;7,1;2,82
Feminino;Casado;17;Sócio-econômicas;23;Rio de Janeiro;Vendas;Assistente;18,57;16,48
Feminino;Viúvo;13;Humanas;7;São Paulo;Vendas;Auxiliar;2,61;7,62
Masculino;Solteiro;17;Sócio-econômicas;19;Rio de Janeiro;Vendas;Assistente;16,67;41,62
Feminino;Solteiro;17;Sócio-econômicas;22;Florianópolis;Financeiro;Auxiliar;6,93;16,64
Masculino;Casado;15;Sócio-econômicas;12;Rio de Janeiro;Vendas;Assistente;20,05;78,88
Feminino;Casado;18;Sócio-econômicas;24;Rio de Janeiro;Fina ;Assistente;20,05;19,46
Feminino;Solteiro;17;Biológicas;7;Rio de Janeiro;Vendas;Auxiliar;3,87;8,2
Masculino;Divorciado;10;Exatas;0;São Paulo;Produção;Auxiliar;1,34;3,34
Masculino;Casado;20;Sócio-econômicas;24;Rio de Janeiro;Vendas;Gerente;40,34;111
Masculino;Viúvo;11;Exatas;11;São Paulo;Vendas;Auxiliar;4,4;8,2
Masculino;Viúvo;17;Humanas;15;Rio de Janeiro;Vendas;Assistente;10,54;14,02
Feminino;Solteiro;18;Biológicas;20;Rio de Janeiro;Vendas;Assistente;8,85;11,72
Masculino;Casado;15;Sócio-econômicas;29;São Paulo;Pessoal;Assistente;11,41;24,36
Masculino;Casado;12;Sócio-econômicas;19;Rio de Janeiro;Vendas;Assistente;13,71;7,84
Masculino;Casado;11;Exatas;1;Florianópolis;Produção;Auxiliar;2,74;7,84
Feminino;Viúvo;16;Sócio-econômicas;9;Rio de Janeiro;Vendas;Assistente;9,39;16,28
Masculino;Casado;15;Sócio-econômicas;12;São Paulo;Pessoal;Assistente;15,69;22,06
Masculino;Casado;13;Sócio-econômicas;6;São Paulo;Pessoal;Assistente;2,49;9,7
Masculino;Casado;17;Sócio-econômicas;24;Curitiba;Vendas;Gerente;13,14;13,16
Feminino;Solteiro;12;Humanas;2;Rio de Janeiro;Vendas;Auxiliar;2,27;3,94
Feminino;Solteiro;12;Exatas;13;Rio de Janeiro;Produção;Auxiliar;1,97;2,44
Masculino;Solteiro;17;Sócio-econômicas;24;Rio de Janeiro;Vendas;Assistente;22;14,94
Masculino;Casado;15;Sócio-econômicas;13;Rio de Janeiro;Vendas;Assistente;22,41;55,86
Feminino;Casado;16;Sócio-econômicas;34;Rio de Janeiro;Financeiro;Assistente;33,22;67,83
Feminino;Casado;14;Biológicas;5;Florianópolis;Produção;Auxiliar;1,89;8,56
Masculino;Casado;17;Sócio-econômicas;23;São Paulo;Vendas;Gerente;38,25;64,34
Masculino;Casado;16;Sócio-econômicas;28;Rio de Janeiro;Vendas;Assistente;22;21,82
Feminino;Casado;16;Sócio-econômicas;18;Rio de Janeiro;Vendas;Assistente;9,84;18,78
Masculino;Casado;22;Sócio-econômicas;28;Rio de Janeiro;Vendas;Gerente;36,81;100,9
Feminino;Viúvo;13;Sócio-econômicas;14;São Paulo;Pessoal;Auxiliar;4,04;2,72
Masculino;Casado;17;Humanas;12;Rio de Janeiro;Vendas;Assistente;18,04;5,14
Masculino;Casado;14;Humanas;12;Curitiba;Vendas;Assistente;7,38;21,08
Masculino;Casado;17;Sócio-econômicas;16;Rio de Janeiro;Vendas;Assistente;32,96;65,92
Masculino;Solteiro;19;Sócio-econômicas;26;Rio de Janeiro;Vendas;Assistente;21,01;49,04
Feminino;Divorciado;14;Exatas;13;Florianópolis;Produção;Auxiliar;1,57;5,48
Feminino;Casado;8;Biológicas;0;Curitiba;Produção;Auxiliar;1,04;3,26
Feminino;Viúvo;8;Exatas;10;Rio de Janeiro;Produção;Auxiliar;1,57;6,28
Masculino;Casado;17;Humanas;12;Rio de Janeiro;Financeiro;Assistente;9,96;28,6
Feminino;Casado;10;Sócio-econômicas;7;Curitiba;Produção;Auxiliar;3,87;6,58
Feminino;Casado;14;Sócio-econômicas;23;Rio de Janeiro;Vendas;Assistente;14,15;44,82
Masculino;Solteiro;8;Exatas;0;Curitiba;Produção;Auxiliar;1,08;2,14
Feminino;Solteiro;12;Humanas;3;São Paulo;Vendas;Auxiliar;1,46;5,22
Masculino;Casado;12;Exatas;5;Rio de Janeiro;Produção;Auxiliar;4,34;47,74
Masculino;Divorciado;14;Sócio-econômicas;10;Rio de Janeiro;Financeiro;Assistente;2,74;3,98
Feminino;Solteiro;15;Exatas;12;Rio de Janeiro;Vendas;Auxiliar;1,68;14,94
Feminino;Casado;15;Sócio-econômicas;18;Rio de Janeiro;Vendas;Assistente;13,14;23,58
Masculino;Viúvo;21;Sócio-econômicas;24;Rio de Janeiro;Vendas;Assistente;20,24;17,08
Feminino;Casado;15;Sócio-econômicas;1;São Paulo;Vendas;Assistente;5,05;37,5
Masculino;Casado;16;Humanas;8;Florianópolis;Financeiro;Assi ;5,48;8,2
Feminino;Casado;10;Humanas;16;Rio de Janeiro;Produção;Auxiliar;7,66;12,34
Masculino;Viúvo;13;Sócio-econômicas;14;Rio de Janeiro;Vendas;Assistente;5,78;14,2
Masculino;Solteiro;12;Exatas;0;Curitiba;Produção;Auxiliar;1,85;5,94
Feminino;Casado;15;Sócio-econômicas;0;Curitiba;Vendas;Auxiliar;7,75;33,68
Feminino;Solteiro;11;Exatas;5;Curitiba;Pessoal;Auxiliar;1,73;4,32
Masculino;Casado;18;Sócio-econômicas;41;Rio de Janeiro;Vendas;Gerente;24,52;81,9
Feminino;Casado;19;Sócio-econômicas;14;São Paulo;Vendas;Assistente;25,18;66,44
Masculino;Casado;17;Sócio-econômicas;30;Rio de Janeiro;Vendas;Gerente;27,46;36,44
Masculino;Casado;15;Exatas;8;Rio de Janeiro;Produção;Auxiliar;6,01;24,36
Masculino;Casado;17;Sócio-econômicas;32;Rio de Janeiro;Vendas;Assistente;44,4;43,2
Masculino;Casado;16;Humanas;20;Rio de Janeiro;Vendas;Assistente;21,4;32,02
Masculino;Casado;12;Biológicas;15;Rio de Janeiro;Pessoal;Assistente;7,56;16,48
Masculino;Divorciado;17;Sócio-econômicas;27;Rio de Janeiro;Vendas;Assistente;15,06;26,56
Feminino;Casado; ;Biológicas;11;Rio de Janeiro;Vendas;Assistente;9,73;20,38
Feminino;Casado;14;Exatas;7;Curitiba;Pessoal;Assistente; ;9,04
Masculino;Casado;13;Sócio-econômicas;0;São Paulo;Produção;Assistente;3,6;24,64
Feminino;Casado;18;Sócio-econômicas;22;Curitiba;Vendas;Assistente;36,81;27,72
Masculino;Solteiro;17;Sócio-econômicas;18;Curitiba;Vendas;Assistente;16,34;27,42
Feminino;Casado;13;Sócio-econômicas;7;Florianópolis;Produção;Auxiliar;1,41;17,7
Feminino;Solteiro;14;Sócio-econômicas;21;Curitiba;Vendas;Auxiliar;6,27;3,22
Masculino;Casado;19;Sócio-econômicas;21;São Paulo;Vendas;Gerente;15,53;7,84
Feminino;Casado;17;Sócio-econômicas;19;Rio de Janeiro;Vendas;Assistente;18,39;11,4
Feminino;Casado;13;Exatas;11;São Paulo;Financeiro;Auxiliar;8,24;16,68
Masculino;Casado;18;Sócio-econômicas;24;Rio de Janeiro;Vendas;Assistente;17,86;34,68
Masculino;Solteiro;13;Exatas;0;Curitiba;Financeiro;Auxiliar;1,95;3,6
Masculino;Casado;14;Sócio-econômicas;23;São Paulo;Vendas;Assistente;14,45;15,88
Masculino;Casado;17;Sócio-econômicas;17;Rio de Janeiro;Vendas;Gerente;21,8;78,88
Feminino;Casado;15;Exatas;8;São Paulo;Vendas;Assistente;6,42;15,32
Feminino;Casado;17;Sócio-econômicas;45;Rio de Janeiro;Vendas;Gerente;46,69;76,5
Masculino;Casado;17;Sócio-econômicas;17;Rio de Janeiro;Financeiro;Assistente;10,54;16,28
Feminino;Casado;19;Sócio-econômicas;26;Rio de Janeiro;Vendas;Assistente;27,22;27,14
Feminino;Casado;19;Sócio-econômicas;24;Rio de Janeiro;Vendas;Assistente;32,96;26,28
Masculino;Solteiro;21;Sócio-econômicas;13;São Paulo;Vendas;Assistente;11,41;18,78
Masculino;Solteiro;9;Biológicas;0;Curitiba;Financeiro;Auxiliar;1,55;2,4
Masculino;Casado;12;Sócio-econômicas;8;Rio de Janeiro;Produção;Assistente;18,04;38,24
Masculino;Casado;14;Biológicas;23;Rio de Janeiro;Produção;Assistente;9,28;37,14
Masculino;Casado;17;Sócio-econômicas;37;Rio de Janeiro;Vendas;Assistente;28,17;29,2
Feminino;Viúvo;12;Humanas;0;Rio de Janeiro;Pessoal;Auxiliar;4,16;21,08
Masculino;Viúvo;10;Exatas;0;Rio de Janeiro;Produção;Auxiliar;1,32;3,72
Feminino;Solteiro;10;Sócio-econômicas;18;Florianópolis;Produção;Auxiliar;2,91;5,06
Feminino;Casado;16;Exatas;27;Rio de Janeiro;Vendas;Auxiliar;8,44;26,86
Feminino;Solteiro;12;Sócio-econômicas;11;Rio de Janeiro;Financeiro;Auxiliar;7,66;7,3
Masculino;Casado;20;Sócio-econômicas;36;Rio de Janeiro;Vendas;Gerente;74,3;181,88
Feminino;Solteiro;13;Exatas;6;Curitiba;Vendas;Auxiliar;2,16;5,66
Masculino;Casado;18;Sócio-econômicas;14;Curitiba;Vendas;Assistente;13,43;36,44
Feminino;Viúvo;19;Humanas;26;Rio de Janeiro;Vendas;Auxiliar;9,96;14,02
Masculino;Casado;16;Biológicas;21;Rio de Janeiro;Pessoal;Assistente;20,62;5,48
Masculino;Casado;13;Sócio-econômicas;3;Rio de Janeiro;Vendas;Assistente;9,61;5,32
Masculino;Solteiro;11;Exatas;18;Curitiba;Produção;Auxiliar;1,8;7,3
Masculino;Casado;16;Sócio-econômicas;30;Rio de Janeiro;Vendas;Gerente;28,41;96,76
Feminino;Casado;14;Sócio-econômicas;5;Rio de Janeiro;Pessoal;Assistente;6,25;8,44
Masculino;Casado;12;Humanas;32;Rio de Janeiro;Financeiro;Assistente;9,17;21,32
Masculino;Divorciado;15;Exatas;0;Rio de Janeiro;Pessoal;Assistente;3,54;11,4
Masculino;Casado;16;Biológicas;19;Rio de Janeiro;Financeiro;Assistente;19,12;29,52
Masculino;Casado;21;Sócio-econômicas;31;Rio de Janeiro;Vendas;Gerente;53,66;95,4
Masculino;Casado;14;Sócio-econômicas;23;Curitiba;Vendas;Assistente;11,03;66,44
Feminino;Casado;13;Exatas;0;Florianópolis;Financeiro;Auxiliar;2,38;7,84
Masculino;Casado;16;Exatas;11;Rio de Janeiro;Financeiro;Assistente;13,43;33,68
Masculino;Casado;18;Sócio-econômicas;18;Curitiba;Vendas;Assistente;29,38;54,44
Masculino;Casado;16;Biológicas;19;Curitiba;Financeiro;Auxiliar;15,37;24,36
Feminino;Solteiro;10;Exatas;16;Curitiba;Produção;Auxiliar;1,06;3,62
Masculino;Casado;17;Biológicas;24;Rio de Janeiro;Vendas;Assistente;20,43;62,26
Masculino;Casado;14;Exatas;2;Rio de Janeiro;Vendas;Assistente;4,59;3,9
Masculino;Solteiro;13;Exatas;0;Florianópolis;Financeiro;Auxiliar;1,86;3,6
Masculino;Casado;20;Sócio-econômicas;12;Rio de Janeiro;Vendas;Assistente;20,05;68,06
Masculino;Viúvo;18;Exatas;3;Rio de Janeiro;Vendas;Assistente;4,65;21,82
Masculino;Casado;15;Sóci ;12;Rio de Janeiro;Vendas;Assistente;10,3;4,38
Feminino;Casado;15;Sócio-econômicas;17;Rio de Janeiro;Vendas;Assi ;18,04;23,58
Masculino;Solteiro;17;Humanas;25;São Paulo;Vendas;Assistente;16,5;38,44
Feminino;Casado;12;Exatas;7;São Paulo;Vendas;Auxiliar;1,64;9,3
Masculino;Divorciado;15;Sócio-econômicas;22;São Paulo;Vendas;Assistente;32,69;9,3
Masculino;Divorciado;18;Sócio-econômicas;30;Curitiba;Vendas;Assistente;22,21;38,96
Masculino;Casado;16;Sócio-econômicas;16;São Paulo;Financeiro;Assistente;16,18;42,42
Masculino;Divorciado;16;Sócio-econômicas;11;Rio de Janeiro;Produção;Assistente;7,47;8,92
Masculino;Casado;12;Exatas;7;Curitiba;Produção;Auxiliar;2,61;12,18
Feminino;Casado;16;Humanas;19;Rio de Janeiro;Vendas;Assistente;8,34;26,86
Feminino;Casado;16;Sócio-econômicas;25;Florianópolis;Vendas;Assistente;10,19;22,3
Masculino;Solteiro;19;Sócio-econômicas;7;Curitiba;Vendas;Assistente;13,28;8,56
Masculino;Solteiro;16;Sócio-econômicas;5;São Paulo;Financeiro; ;19,12;8,8
Masculino;Casado;15;Sócio-econômicas;16;São Paulo;Pessoal;Assistente;16,67;21,82
Feminino;Casado;12;Exatas;16;Curitiba;Produção;Auxiliar;1,14;2,36
Feminino;Casado;18;Exatas;23;São Paulo;Vendas;Assistente;9,61;45,22
Masculino;Casado;18;Sócio-econômicas;16;Rio de Janeiro;Vendas;Gerente;18,93;54,92
Masculino;Casado;17;Sócio-econômicas;30;Rio de Janeiro;Vendas;Gerente;38,55;90,1
Masculino;Casado;15;Sócio-econômicas;25;Rio de Janeiro;Vendas;Assistente;16,67;35,04
Masculino;Solteiro;15;Huma ;7;Rio de Janeiro;Vendas;Assistente;9,96;15,12
Feminino;Casado;16;Sócio-econômicas;29;Rio de Janeiro;Vendas;Gerente;30,12;20,6
Feminino;Casado;14;Sócio-econômicas;12;Rio de Janeiro;Financeiro;Assistente;18,93;59,26
Masculino;Casado;18;Biológicas;19;Rio de Janeiro;Vendas;Assistente;17,52;12,34
Masculino;Casado;18;Sócio-econômicas;19;Rio de Janeiro;Pessoal;Assistente;16,01;23,32
Masculino;Divorciado;20;Sócio-econômicas;23;Rio de Janeiro;Vendas;Assistente;24,3;36,08
Masculino;Viúvo;15;Biológicas;31;Rio de Janeiro;Financeiro;Assistente;7,28;8,56
Feminino;Viúvo;17;Sócio-econômicas;15;São Paulo;Vend ;Assistente;5,05;7,3
Masculino;Solteiro;13;Sócio-econômicas;15;São Paulo;Produção;Auxiliar;2,74;5,1
Masculino;Casado;14;Humanas;11;Curitiba;Financeiro;Assistente;3,87;35,72
Masculino;Casado;12;Biol ;5;Florianópolis;Financeiro;Auxiliar;2,57;27,72
Masculino;Casado;17;Biológicas;14;Rio de Janeiro;Vendas;Assistente;10,91;14,56
Feminino;Casado;12;Biológicas;0;Curitiba;Produção;Auxiliar;4,59;13,34
Masculino;Viúvo;15;Exatas;17;Curitiba;Pessoal;Auxiliar;2,19;9,3
Feminino;Casado;15;Humanas;8;Curitiba;Produção;Assistente;6,5;9,84
Feminino;Casado;17;Sócio-econômicas;10;Curitiba;Vendas;Assistente;12,73;54,44
Masculino;Casado;14;Sócio-econômicas;15;Rio de Janeiro;Vendas;Assistente;6,33;12,84
Masculino;Casado;13;Humanas;23;Florianópolis;Vendas;Assistente;6,58;8,08
Masculino;Casado;13;Humanas;12;Curitiba;Vendas;Assistente;12,18;10,96
Masculino;Casado;16;Sócio-econômicas;19;Rio de Janeiro;Financeiro;Auxiliar;5,48;16,28
Feminino;Casado;18;Exatas;13;Rio de Janeiro;Vendas;Auxiliar;9,84;49,48
Masculino;Solteiro;11;Sócio-econômicas;7;Florianópolis;Produção;Auxiliar;3,1;2
Masculino;Casado;8;Humanas;8;Curitiba;Produção;Auxiliar;1,61;2,04
Feminino;Casado;12;Sócio-econômicas;1;Rio de Janeiro;Produção;Auxiliar;5,86;3,32
Feminino;Casado;15;Biológicas;7;Curitiba;Financeiro;Auxiliar;2,53;5,4
Feminino;Casado;17;Sócio-econômicas;31;São Paulo;Vendas;Assistente;17,52;61,76
Masculino;Solteiro;17;Sócio-econômicas;22;Rio de Janeiro;Vendas;Assistente;8,75;17,5
Masculino;Casado;16;Sócio-econômicas;16;Rio de Janeiro;Vendas;Assistente;14,76;36,78
Feminino;Casado;11;Exatas;1;São Paulo;Vendas;Assistente;2,42;3,98
Masculino;Casado;19;Sócio-econômicas;19;São Paulo;Vendas;Gerente;81,65;59,74
Feminino;Casado;14;Sócio-econômicas;27;Curitiba;Vendas;Assistente;15,37;27,14
Masculino;Divorciado;15;Humanas;14;Rio de Janeiro;Financeiro;Auxiliar;6,17;14,38
Masculino;Casado;18;Exatas;26;Rio de Janeiro;Vendas;Assistente;20,24;32,02
Feminino;Casado;16;Humanas;8;Curitiba;Produção;Auxiliar;7,94;27,14
Feminino;Divorciado;17;Humanas;19;Rio de Janeiro;Financeiro;Assistente;9,28;21,56
Masculino;Casado;20;Humanas;33;Rio de Janeiro;Vendas;Assistente;54,76;93,38
Masculino;Casado;15;Sócio-econômicas;26;Rio de Janeiro;Vendas;Assistente;25,18;20,38
Masculino;Casado;14;Exatas;12;São Paulo;Produção;Auxiliar;5,12;20,14
Feminino;Casado;17;Sócio-econômicas;24;Rio de Janeiro;Vendas;Gerente;27,93;44,42
Masculino;Casado;10;Humanas;9;São Paulo;Produção;Auxiliar;3,92;12,34
Masculino;Casado;15;Sócio-econômicas;26;Curitiba;Financeiro;Assistente;11,66;24,64
Masculino;Casado;13;Exatas;15;Curitiba;Financeiro;Auxiliar;9,73;44,82
Masculino;Casado;16;Humanas;24;Rio de Janeiro;Vendas;Assistente;10,78;55,38
Feminino;Divorciado;13;Sócio-econômicas;9;Florianópolis;Pessoal;Auxiliar;2,16;12,34
Feminino;Divorciado;12;Exatas;0;Florianópolis;Produção;Auxi ;1,14;2,74
Masculino;Solteiro;13;Biológicas;11;Curitiba;Produção;Auxiliar;1,8;2,34
Masculino;Divorciado;17;Humanas;25;São Paulo;Pessoal;Assistente;13,14;40,48
Masculino;Casado;18;Sócio-econômicas;24;Rio de Janeiro;Pessoal;Gerente;32,69;53,06
Masculino;Viúvo;18;Sócio-econômicas;29;Rio de Janeiro;Vendas;Assistente;20,62;28,6
Masculino;Casado;16;Exatas;23;Rio de Janeiro;Vendas;Assistente;8,44;36,44
Masculino;Casado;14;Sócio-econômicas;19;São Paulo;Vendas;Assistente;20,05;58,26
Feminino;Casado;12;Exatas;0;Curitiba;Produção;Auxiliar;1,88;3,22
Feminino;Viúvo;16;Sócio-econômicas;21;Curitiba;Produção;Auxiliar; ;8,32
Feminino;Divorciado;17;Humanas;2;São Paulo;Vendas;Auxiliar;1,99;2,5
Masculino;Casado;16;Sócio-econômicas;8;Rio de Janeiro;Vendas;Assistente;11,92;23,06
Masculino;Viúvo;15;Humanas;19;Curitiba;Pessoal;Auxiliar;3,98;18,34
Masculino;Casado;15;Sócio-econômicas;8;Curitiba;Produção;Assistente;9,5;20,84
Feminino;Viúvo;11;Biológicas;5;Florianópolis;Produção;Auxiliar;1,16;9,8
Feminino;Casado;13;Exatas;26;Florianópolis;Produção;Auxiliar;2,83;7,84
Masculino;Solteiro;14;Humanas;22;São Paulo;Vendas;Assistente;5,41;14,02
Masculino;Viúvo;16;Exatas;11;Rio de Janeiro;Vendas;Auxiliar;13;12,66
Feminino;Viúvo;13;Sócio-econômicas;14;São Paulo;Pessoal;Auxiliar;2,53;10,96
Masculino;Casado;19;Humanas;14;Rio de Janeiro;Vendas;Assistente;31,13;28,6
Masculino;Casado;12;Humanas;9;São Paulo;Pessoal;Assistente;6,33;15,5
