Invoice_Num	Date	Purchaser	Vendor_Code	Amount
4996	2004-05-27	Suzie	TEG41	4324.46
1	2004-05-28	Vijay	AFN00	73370.31
85	2004-05-28	Adam	RQA97	79613.27
165	2004-05-28	Adam	JCO31	48426.86
168	2004-05-28	Adam	XRN09	62698.29
183	2004-05-28	Adam	ZBA50	32431.2
205	2004-05-28	Adam	HWL68	50765.02
214	2004-05-28	Vijay	YJL99	33512.2
218	2004-05-28	Suzie	XWA20	15176.6
236	2004-05-28	Vijay	YDB05	32050.92
247	2004-05-28	Vijay	SAL29	3403.76
295	2004-05-28	Vijay	EAB95	40756.52
300	2004-05-28	Adam	NZH73	46408.72
303	2004-05-28	Adam	ESS02	42973.97
339	2004-05-28	Suzie	UFF94	88944.87
345	2004-05-28	Vijay	YGX43	75653.89
407	2004-05-28	Adam	BMI40	73527.3
419	2004-05-28	Suzie	HIQ84	57572.87
445	2004-05-28	Suzie	QSN84	96409.86
459	2004-05-28	Vijay	SOO37	22077.07
459	2004-05-28	Vijay	KLZ45	27965.77
466	2004-05-28	Vijay	ERY00	48920.26
475	2004-05-28	Vijay	JNH16	54588.27
481	2004-05-28	Suzie	GNU70	9245.7
482	2004-05-28	Vijay	KCW19	22007.51
491	2004-05-28	Adam	RGX13	24714.47
493	2004-05-28	Suzie	CDH76	57595.67
493	2004-05-28	Suzie	WZR48	73129.17
497	2004-05-28	Suzie	QMR83	71558.85
498	2004-05-28	Vijay	ITP77	1907.76
505	2004-05-28	Vijay	USA37	19316.21
519	2004-05-28	Adam	DAH55	61992.33
521	2004-05-28	Adam	TLR73	5189.57
522	2004-05-28	Suzie	XKE06	57290.09
532	2004-05-28	Vijay	NXH96	48856.65
560	2004-05-28	Vijay	SQH43	75979.3
562	2004-05-28	Adam	PAY03	28633.07
570	2004-05-28	Adam	XOL02	64482.15
579	2004-05-28	Vijay	MOQ48	93453.89
595	2004-05-28	Adam	FOX38	92322.75
607	2004-05-28	Vijay	UNI06	83628.25
610	2004-05-28	Vijay	AFN00	67180.04
612	2004-05-28	Vijay	LSL87	99770.93
629	2004-05-28	Suzie	IMY92	30809.5
631	2004-05-28	Vijay	RGX13	65544.8
631	2004-05-28	Suzie	BTI74	2439.12
638	2004-05-28	Adam	VPX33	15960.81
698	2004-05-28	Suzie	AII47	58967.04
740	2004-05-28	Vijay	FEK12	61992.47
791	2004-05-28	Adam	CDH76	50186.37
793	2004-05-28	Adam	OFO10	88550.26
796	2004-05-28	Suzie	IGU17	96141.82
824	2004-05-28	Suzie	FMS91	53614.47
837	2004-05-28	Vijay	BQO16	67717.88
838	2004-05-28	Suzie	YJL99	18418.81
842	2004-05-28	Adam	BNZ96	20023.62
859	2004-05-28	Vijay	BOR16	82922.36
871	2004-05-28	Adam	BJU03	7116.47
874	2004-05-28	Suzie	LJG28	83653.13
880	2004-05-28	Suzie	NPO66	81775.8
942	2004-05-28	Vijay	JAA22	16028.44
947	2004-05-28	Suzie	HQC20	21557.37
953	2004-05-28	Vijay	HPY94	16018.15
979	2004-05-28	Suzie	ANI54	3344.19
986	2004-05-28	Suzie	ROW92	63436.39
993	2004-05-28	Vijay	NTM61	53150.03
1010	2004-05-28	Suzie	VLC10	7567.23
1024	2004-05-28	Vijay	AIZ56	57447.75
1037	2004-05-28	Vijay	RYG71	99099.06
1042	2004-05-28	Vijay	XFD11	51419.53
1048	2004-05-28	Adam	HLP66	25734.08
1102	2004-05-28	Adam	JYL63	48747.45
1111	2004-05-28	Adam	QVT53	89265.42
1157	2004-05-28	Suzie	UKA26	25282.91
1165	2004-05-28	Adam	YBZ57	76973.98
1195	2004-05-28	Vijay	DRB04	78858.21
1215	2004-05-28	Adam	ZRX58	34613.21
1220	2004-05-28	Suzie	FNH63	46434.15
1221	2004-05-28	Vijay	ZJP45	62170.46
1231	2004-05-28	Vijay	LLA90	33157.79
1242	2004-05-28	Adam	AKO54	15467.79
1243	2004-05-28	Vijay	JIB35	19663.51
1265	2004-05-28	Suzie	NPS66	7224.94
1280	2004-05-28	Vijay	BNZ96	76493.48
1285	2004-05-28	Vijay	IYC03	2638.85
1297	2004-05-28	Suzie	PWY60	42541.98
1309	2004-05-28	Vijay	OSQ68	93821.07
1310	2004-05-28	Suzie	QMR83	67445.52
1326	2004-05-28	Adam	HPY94	11746.27
1356	2004-05-28	Adam	TGZ10	37123.78
1361	2004-05-28	Vijay	RHI40	82720.33
1363	2004-05-28	Adam	UGF32	35490.33
1366	2004-05-28	Suzie	TNH56	46638.03
1409	2004-05-28	Vijay	BMI40	8978.99
1430	2004-05-28	Suzie	INO72	44348.58
1437	2004-05-28	Vijay	XIH33	57851.33
1455	2004-05-28	Adam	FNH63	19454.57
1482	2004-05-28	Adam	COU94	36561.74
1500	2004-05-28	Adam	YOS74	54592.24
1501	2004-05-28	Adam	LSF27	77744.73
1528	2004-05-28	Vijay	NAH98	16900.05
1573	2004-05-28	Vijay	XKG70	26510.08
1578	2004-05-28	Vijay	OBM99	38460.06
1581	2004-05-28	Suzie	CAP92	56610.11
1612	2004-05-28	Vijay	ESS02	92079.37
1629	2004-05-28	Vijay	RDR78	26075.13
1684	2004-05-28	Vijay	UFF94	12167.94
1705	2004-05-28	Suzie	PXG37	75558.34
1713	2004-05-28	Vijay	QSG52	94483.49
1729	2004-05-28	Adam	MOR80	52672.76
1743	2004-05-28	Vijay	CLP59	61536.19
1755	2004-05-28	Vijay	RYG71	31975.69
1756	2004-05-28	Suzie	WZR48	96740.28
1768	2004-05-28	Adam	CSR46	21535.33
1838	2004-05-28	Vijay	OSD54	47838.04
1854	2004-05-28	Vijay	EBP11	16805.57
1862	2004-05-28	Adam	XJB01	30748.16
1862	2004-05-28	Vijay	UCR01	1426.88
1880	2004-05-28	Adam	NFV76	67743.23
1924	2004-05-28	Suzie	HOC89	52196.85
1930	2004-05-28	Adam	CZI39	10338.25
1936	2004-05-28	Adam	XBV23	85495.64
1979	2004-05-28	Vijay	LJN20	25197.15
2000	2004-05-28	Adam	ZBV52	55390.21
2061	2004-05-28	Vijay	LXV14	50450.98
2131	2004-05-28	Vijay	GIR18	81783.63
2136	2004-05-28	Adam	OPX15	59504.92
2169	2004-05-28	Adam	QOD95	87967.27
2228	2004-05-28	Suzie	FLX92	37301.87
2228	2004-05-28	Suzie	ASM76	58732.21
2228	2004-05-28	Adam	BAR65	66812.93
2247	2004-05-28	Vijay	ROW92	86300.92
2255	2004-05-28	Adam	XIH33	44052.81
2263	2004-05-28	Adam	EQP72	12833.87
2268	2004-05-28	Suzie	VHP21	11047.32
2284	2004-05-28	Adam	IUJ35	23605.65
2288	2004-05-28	Suzie	XVD64	79733.64
2302	2004-05-28	Vijay	UGF32	47206.08
2312	2004-05-28	Vijay	ANI54	81871.39
2317	2004-05-28	Adam	BVD17	19698.18
2319	2004-05-28	Suzie	DTT80	19889.35
2323	2004-05-28	Adam	GPC90	85325.41
2337	2004-05-28	Vijay	QMR83	47719.2
2350	2004-05-28	Adam	RLQ72	7915.03
2368	2004-05-28	Vijay	BUU03	40357.77
2411	2004-05-28	Vijay	OLR42	67071.85
2415	2004-05-28	Vijay	ABT73	70752.03
2420	2004-05-28	Vijay	IVF79	19193.96
2425	2004-05-28	Suzie	PLD01	23394.06
2433	2004-05-28	Vijay	BQR11	1843.22
2435	2004-05-28	Suzie	FER42	81998.28
2481	2004-05-28	Suzie	VZJ58	35072.96
2484	2004-05-28	Vijay	EBL27	33990.46
2514	2004-05-28	Suzie	RYG71	85318.24
2575	2004-05-28	Vijay	AHT14	66728.47
2603	2004-05-28	Suzie	AAC09	52994.08
2603	2004-05-28	Adam	FTW52	12570.09
2607	2004-05-28	Suzie	RVQ74	6725.87
2646	2004-05-28	Suzie	JYT11	92635.76
2657	2004-05-28	Vijay	FER42	16594.04
2699	2004-05-28	Suzie	HAG80	81550.63
2726	2004-05-28	Suzie	CQX69	81344.37
2813	2004-05-28	Suzie	ZER69	64277.02
2827	2004-05-28	Vijay	XDT72	22714.23
2828	2004-05-28	Suzie	EBP11	49591.34
2839	2004-05-28	Suzie	JNH16	99188.28
2843	2004-05-28	Vijay	EBL27	26956.74
2849	2004-05-28	Adam	WZH31	86516.54
2887	2004-05-28	Vijay	WHR98	30100.5
2901	2004-05-28	Adam	XIH33	14771.07
2904	2004-05-28	Suzie	KUX44	38206.69
2922	2004-05-28	Adam	HLP66	45010.54
2936	2004-05-28	Adam	FYN62	14435.8
2940	2004-05-28	Vijay	OFO10	9549.1
2964	2004-05-28	Adam	ZUO35	77594.74
3004	2004-05-28	Adam	FEK12	65122.05
3045	2004-05-28	Suzie	FFI55	18973.91
3080	2004-05-28	Suzie	ESS02	22308.01
3109	2004-05-28	Adam	IOV67	75237.63
3116	2004-05-28	Adam	EBP11	1112.35
3143	2004-05-28	Vijay	LWH88	72898.69
3154	2004-05-28	Vijay	BDV39	87621.87
3162	2004-05-28	Vijay	UGF32	47593.96
3187	2004-05-28	Vijay	KGG49	95069.22
3190	2004-05-28	Vijay	PRZ12	84878.83
3196	2004-05-28	Suzie	MUQ53	92030.23
3202	2004-05-28	Adam	CDH76	60052.21
3206	2004-05-28	Suzie	KRT63	20085.29
3210	2004-05-28	Adam	WDK35	2000.32
3234	2004-05-28	Suzie	DAZ63	38055.35
3236	2004-05-28	Vijay	XIH33	84950.45
3247	2004-05-28	Vijay	DHX76	19677.72
3247	2004-05-28	Vijay	XZI61	10117.96
3279	2004-05-28	Vijay	KBU78	56019.75
3284	2004-05-28	Suzie	HAO19	49127.8
3298	2004-05-28	Vijay	VUG70	42252.13
3320	2004-05-28	Suzie	WDK35	98616.35
3328	2004-05-28	Vijay	TRX25	52407.91
3347	2004-05-28	Vijay	JMW26	39948.05
3355	2004-05-28	Vijay	VJK85	34921.0
3361	2004-05-28	Vijay	WWI36	99883.4
3367	2004-05-28	Vijay	XWA20	54962.53
3369	2004-05-28	Adam	LXV14	64987.76
3388	2004-05-28	Suzie	FER42	25539.13
3394	2004-05-28	Suzie	GYD94	15829.05
3410	2004-05-28	Adam	SOO37	55974.97
3428	2004-05-28	Adam	BQO16	54701.74
3494	2004-05-28	Adam	UJD68	72449.34
3495	2004-05-28	Vijay	JBB30	4569.08
3497	2004-05-28	Suzie	KAD14	21101.51
3509	2004-05-28	Vijay	VYI88	70186.02
3520	2004-05-28	Vijay	KLL65	11687.87
3520	2004-05-28	Vijay	SOO37	18528.91
3554	2004-05-28	Vijay	PDA73	20536.27
3575	2004-05-28	Adam	KWP06	11339.12
3579	2004-05-28	Vijay	PAY03	24552.75
3589	2004-05-28	Adam	YGX43	69368.02
3615	2004-05-28	Vijay	PIL41	55246.34
3623	2004-05-28	Vijay	SOI83	83020.93
3625	2004-05-28	Vijay	AAC09	8163.75
3632	2004-05-28	Suzie	DAZ63	39122.76
3640	2004-05-28	Adam	UGF32	38914.06
3648	2004-05-28	Vijay	KBA78	93121.01
3655	2004-05-28	Adam	LLA90	57269.19
3725	2004-05-28	Vijay	PUC34	78198.48
3727	2004-05-28	Vijay	WDK35	78001.55
3728	2004-05-28	Vijay	RGX13	47091.27
3760	2004-05-28	Adam	ORN29	41660.99
3797	2004-05-28	Adam	WMH43	89881.63
3837	2004-05-28	Suzie	BJJ25	45334.78
3843	2004-05-28	Adam	EPS37	98932.24
3878	2004-05-28	Suzie	MSR34	84130.74
3887	2004-05-28	Vijay	CIW95	16904.59
3894	2004-05-28	Suzie	JLF57	43159.96
3895	2004-05-28	Adam	DAH55	75654.97
3899	2004-05-28	Adam	JQS22	20194.13
3920	2004-05-28	Suzie	WWI36	34834.93
3928	2004-05-28	Adam	MOR80	93033.62
3948	2004-05-28	Adam	DRW31	72492.81
3996	2004-05-28	Adam	BVD17	8221.19
3999	2004-05-28	Vijay	XXH95	11054.18
4011	2004-05-28	Vijay	SUB39	42920.47
4014	2004-05-28	Adam	TUZ06	25252.27
4021	2004-05-28	Adam	GPR02	21349.23
4039	2004-05-28	Vijay	FEK12	28422.86
4041	2004-05-28	Adam	UJK05	10241.92
4088	2004-05-28	Vijay	HAG80	74281.98
4109	2004-05-28	Vijay	ZTC15	8672.39
4109	2004-05-28	Adam	TRM19	77199.17
4125	2004-05-28	Suzie	NAH98	73610.79
4133	2004-05-28	Vijay	ANX77	53641.04
4151	2004-05-28	Vijay	DNC35	9818.66
4163	2004-05-28	Adam	EHD54	87383.77
4196	2004-05-28	Vijay	UZN99	5338.13
4215	2004-05-28	Vijay	ZRW66	72750.41
4219	2004-05-28	Adam	CAR66	55809.27
4224	2004-05-28	Suzie	XAY74	43564.17
4319	2004-05-28	Vijay	ZRX58	95033.15
4344	2004-05-28	Vijay	GEW62	59713.1
4369	2004-05-28	Vijay	JYL63	11430.82
4372	2004-05-28	Vijay	OLI37	6853.44
4375	2004-05-28	Suzie	WUL55	87710.57
4385	2004-05-28	Vijay	KUX44	7417.44
4403	2004-05-28	Adam	BQO16	74607.94
4443	2004-05-28	Vijay	SUB39	22565.97
4448	2004-05-28	Adam	FVW02	2894.05
4452	2004-05-28	Vijay	VJK85	26123.5
4456	2004-05-28	Vijay	TMJ34	53615.67
4460	2004-05-28	Vijay	TNH56	2539.8
4485	2004-05-28	Suzie	ONB84	15413.95
4552	2004-05-28	Vijay	PRZ12	85318.18
4554	2004-05-28	Adam	RGX13	51108.21
4555	2004-05-28	Adam	BKX16	35341.21
4556	2004-05-28	Vijay	CNH68	99285.4
4572	2004-05-28	Suzie	HAO19	83346.9
4593	2004-05-28	Suzie	XDT72	29148.65
4596	2004-05-28	Suzie	KCW19	51541.06
4601	2004-05-28	Vijay	OPX15	7285.97
4646	2004-05-28	Vijay	XKG70	24223.14
4660	2004-05-28	Suzie	MCR88	74140.76
4669	2004-05-28	Vijay	PUC34	48975.59
4678	2004-05-28	Vijay	ALR32	95819.74
4687	2004-05-28	Adam	BQR11	39748.86
4694	2004-05-28	Adam	JAA22	99798.95
4709	2004-05-28	Vijay	SQH43	17828.74
4717	2004-05-28	Vijay	JPM89	62527.94
4731	2004-05-28	Adam	VLC10	50161.04
4740	2004-05-28	Adam	BNZ96	87548.46
4759	2004-05-28	Adam	KJN10	29035.93
4813	2004-05-28	Adam	ANI54	80629.53
4815	2004-05-28	Adam	UPU74	6424.03
4824	2004-05-28	Vijay	BDV39	10105.0
4832	2004-05-28	Suzie	SQH43	30267.38
4870	2004-05-28	Suzie	EPZ68	70352.91
4896	2004-05-28	Vijay	VNJ83	93418.19
4904	2004-05-28	Suzie	OLR42	87446.25
4922	2004-05-28	Vijay	AFN00	61100.04
4924	2004-05-28	Suzie	JQS22	52584.32
4934	2004-05-28	Vijay	CVC53	13728.0
4948	2004-05-28	Suzie	CVC53	88468.93
4952	2004-05-28	Adam	BOR16	79115.73
33	2004-06-01	Vijay	WMH43	83214.11
42	2004-06-01	Adam	MOR80	77653.65
49	2004-06-01	Adam	KJN10	94420.7
60	2004-06-01	Adam	COU94	74284.82
67	2004-06-01	Suzie	KBU78	16019.51
71	2004-06-01	Adam	LLA90	19404.57
78	2004-06-01	Vijay	UIF03	33188.46
79	2004-06-01	Adam	OSD54	36037.72
93	2004-06-01	Vijay	JPM89	17770.1
112	2004-06-01	Adam	OJQ26	24099.03
127	2004-06-01	Vijay	SMC58	89412.01
184	2004-06-01	Vijay	SYU65	49915.49
225	2004-06-01	Adam	FEK12	79094.74
252	2004-06-01	Vijay	JQS22	84576.66
266	2004-06-01	Vijay	FHU51	4317.08
305	2004-06-01	Vijay	GVV46	51158.71
319	2004-06-01	Adam	EFY10	26088.64
321	2004-06-01	Adam	TZC71	60179.35
341	2004-06-01	Suzie	ANI54	58991.33
355	2004-06-01	Vijay	IPQ35	71362.14
359	2004-06-01	Suzie	TTL50	89424.41
365	2004-06-01	Vijay	UOY86	37564.7
371	2004-06-01	Adam	UAZ43	27075.23
400	2004-06-01	Vijay	UPU74	89433.91
422	2004-06-01	Vijay	JTH51	35084.58
462	2004-06-01	Vijay	TAY58	83919.0
466	2004-06-01	Vijay	CLP59	35113.1
471	2004-06-01	Vijay	UJD68	13810.01
508	2004-06-01	Vijay	NFV76	7221.3
569	2004-06-01	Vijay	JNH16	89798.82
602	2004-06-01	Vijay	TGZ10	85293.2
641	2004-06-01	Vijay	VZJ58	36061.85
665	2004-06-01	Adam	XOR11	75395.7
673	2004-06-01	Suzie	JNH16	46342.31
685	2004-06-01	Suzie	PDQ93	52505.08
714	2004-06-01	Vijay	OUW27	3053.9
715	2004-06-01	Vijay	DTT80	22133.36
722	2004-06-01	Adam	JIB35	74375.87
735	2004-06-01	Vijay	FYE63	17838.97
761	2004-06-01	Adam	FGZ13	17736.77
765	2004-06-01	Adam	GPC90	30831.55
768	2004-06-01	Vijay	EXO08	1376.47
776	2004-06-01	Adam	DHX76	44824.85
792	2004-06-01	Vijay	GYW44	28525.31
805	2004-06-01	Vijay	ESS02	41172.71
814	2004-06-01	Vijay	XOR11	83752.78
856	2004-06-01	Vijay	VWV36	58304.52
903	2004-06-01	Suzie	SAL29	19978.15
910	2004-06-01	Adam	EDS79	67250.34
971	2004-06-01	Suzie	NHY97	1110.51
975	2004-06-01	Suzie	JSE97	49669.32
980	2004-06-01	Vijay	TRX25	90439.14
995	2004-06-01	Adam	PLB86	5300.89
1004	2004-06-01	Adam	GPR02	52291.05
1014	2004-06-01	Adam	TLR73	19704.17
1023	2004-06-01	Adam	ZER69	97128.85
1057	2004-06-01	Vijay	UKA26	63681.73
1072	2004-06-01	Suzie	RHI40	95520.65
1076	2004-06-01	Vijay	QPK50	4550.44
1087	2004-06-01	Vijay	MIG08	17560.45
1121	2004-06-01	Vijay	BMI40	43607.14
1145	2004-06-01	Suzie	DRW31	32815.17
1154	2004-06-01	Vijay	LLA90	18701.51
1157	2004-06-01	Vijay	ZBA50	8771.47
1159	2004-06-01	Suzie	TAY58	54969.85
1168	2004-06-01	Suzie	RHK19	30200.55
1185	2004-06-01	Suzie	OWY00	14900.95
1203	2004-06-01	Suzie	UNI06	68996.77
1220	2004-06-01	Suzie	JLF57	79235.79
1227	2004-06-01	Vijay	MIG08	39608.98
1256	2004-06-01	Suzie	CZI39	3261.48
1261	2004-06-01	Vijay	UJK05	62084.93
1262	2004-06-01	Vijay	MSD77	40506.89
1279	2004-06-01	Suzie	LLA22	80310.81
1281	2004-06-01	Adam	OJQ26	2701.75
1286	2004-06-01	Vijay	JMW26	95519.56
1313	2004-06-01	Adam	FMN46	43735.65
1329	2004-06-01	Vijay	RLQ72	2861.86
1342	2004-06-01	Vijay	JYI01	12599.72
1379	2004-06-01	Suzie	GWY93	80466.08
1409	2004-06-01	Suzie	MFV17	91039.46
1423	2004-06-01	Vijay	NRS07	84882.0
1430	2004-06-01	Vijay	AHT14	55991.52
1453	2004-06-01	Vijay	TUS00	31254.67
1460	2004-06-01	Adam	ZTC15	36483.54
1474	2004-06-01	Vijay	NPO66	61004.34
1502	2004-06-01	Suzie	SVQ62	44947.28
1517	2004-06-01	Vijay	AIZ56	2143.7
1561	2004-06-01	Adam	WPF80	76899.35
1581	2004-06-01	Vijay	LSL87	62175.18
1600	2004-06-01	Adam	KLZ45	77950.4
1610	2004-06-01	Vijay	KCF14	41593.33
1646	2004-06-01	Adam	IDI21	92872.31
1648	2004-06-01	Adam	SOI83	39421.31
1663	2004-06-01	Suzie	LEV44	63884.34
1692	2004-06-01	Suzie	KGM78	15125.35
1701	2004-06-01	Adam	AFN00	13032.68
1717	2004-06-01	Vijay	EPZ68	2468.81
1735	2004-06-01	Adam	BOR16	66921.72
1740	2004-06-01	Suzie	HLP66	96856.92
1760	2004-06-01	Vijay	IMY92	27332.81
1783	2004-06-01	Suzie	LSY20	88891.01
1786	2004-06-01	Adam	GPX98	34364.31
1817	2004-06-01	Vijay	JSE97	58781.94
1845	2004-06-01	Vijay	FYN62	17553.24
1849	2004-06-01	Vijay	ZBA50	86283.18
1862	2004-06-01	Vijay	XRN09	80603.56
1870	2004-06-01	Vijay	LLA90	92694.43
1892	2004-06-01	Vijay	ZER69	65335.88
1898	2004-06-01	Vijay	YJL99	3360.23
1907	2004-06-01	Vijay	JCY21	5710.93
1915	2004-06-01	Adam	BJU03	34773.25
1969	2004-06-01	Vijay	HKV93	5007.31
1987	2004-06-01	Vijay	OFO10	43011.83
2012	2004-06-01	Adam	JMS67	39276.88
2025	2004-06-01	Suzie	XAZ10	40737.5
2033	2004-06-01	Adam	EDS79	63000.64
2047	2004-06-01	Adam	ANI54	93736.31
2114	2004-06-01	Suzie	CSR46	38137.17
2129	2004-06-01	Adam	KGM78	85202.68
2141	2004-06-01	Vijay	BTI74	27798.63
2141	2004-06-01	Vijay	UGF32	93227.6
2168	2004-06-01	Vijay	VIP20	38714.94
2193	2004-06-01	Adam	XJQ81	23395.27
2212	2004-06-01	Vijay	ARW08	12900.18
2222	2004-06-01	Adam	JAN45	4300.46
2228	2004-06-01	Vijay	WWI36	98923.14
2229	2004-06-01	Suzie	ZRE84	79611.74
2229	2004-06-01	Vijay	KAD14	7733.6
2232	2004-06-01	Adam	LUI28	80122.72
2234	2004-06-01	Vijay	CVC53	39068.39
2237	2004-06-01	Suzie	XAY74	45231.47
2257	2004-06-01	Adam	POR77	39084.37
2258	2004-06-01	Vijay	ZSM29	20558.18
2288	2004-06-01	Vijay	ZTC15	47580.1
2292	2004-06-01	Adam	IMY92	31473.18
2296	2004-06-01	Vijay	PUC34	55578.83
2380	2004-06-01	Vijay	ZUO35	88999.58
2433	2004-06-01	Vijay	BDV39	21765.03
2449	2004-06-01	Adam	ECY82	29894.01
2453	2004-06-01	Suzie	LEV44	95144.63
2473	2004-06-01	Adam	EUY70	23645.4
2480	2004-06-01	Vijay	CAR66	1401.93
2488	2004-06-01	Vijay	RYG71	11976.2
2521	2004-06-01	Adam	RDO14	4201.51
2526	2004-06-01	Vijay	MNP79	30589.88
2538	2004-06-01	Vijay	YJL99	31413.37
2561	2004-06-01	Vijay	FEK12	73309.13
2566	2004-06-01	Suzie	ROW92	82314.87
2587	2004-06-01	Vijay	GPC90	78937.04
2596	2004-06-01	Vijay	MZB49	40136.25
2655	2004-06-01	Adam	EZH87	52472.41
2659	2004-06-01	Suzie	IOV67	50142.17
2694	2004-06-01	Vijay	RRQ35	75388.79
2710	2004-06-01	Adam	CQX69	92704.01
2717	2004-06-01	Adam	WHR98	76469.82
2730	2004-06-01	Adam	JCL01	24308.64
2758	2004-06-01	Vijay	JCO31	6342.29
2761	2004-06-01	Vijay	CZI39	12431.14
2812	2004-06-01	Vijay	TEZ31	62830.68
2830	2004-06-01	Suzie	ORN29	8476.53
2846	2004-06-01	Vijay	XVD64	7595.54
2862	2004-06-01	Vijay	LJG28	31656.8
2866	2004-06-01	Vijay	HIQ84	87190.42
2868	2004-06-01	Vijay	EAB95	83488.63
2906	2004-06-01	Suzie	ZRX58	96212.52
2908	2004-06-01	Adam	KJN10	13351.46
2918	2004-06-01	Vijay	GRQ85	30711.48
2969	2004-06-01	Vijay	FVW02	92824.13
2972	2004-06-01	Vijay	RVQ74	92544.16
2975	2004-06-01	Vijay	PRZ12	17938.94
2979	2004-06-01	Adam	RHK19	12582.75
2987	2004-06-01	Vijay	RVW74	40339.95
3002	2004-06-01	Adam	AKO54	46726.95
3003	2004-06-01	Vijay	TLR73	7952.88
3010	2004-06-01	Adam	XKE06	7783.22
3041	2004-06-01	Vijay	OUW27	69701.65
3053	2004-06-01	Vijay	LXZ23	63663.96
3053	2004-06-01	Vijay	ZZH09	75094.6
3063	2004-06-01	Vijay	NQS01	1512.82
3077	2004-06-01	Vijay	LXZ23	40057.87
3115	2004-06-01	Adam	WPF80	82996.64
3130	2004-06-01	Vijay	ANI54	66499.1
3149	2004-06-01	Vijay	JAA22	2858.1
3150	2004-06-01	Vijay	EOG43	48327.66
3168	2004-06-01	Adam	WSH17	26458.7
3176	2004-06-01	Vijay	VLC10	85739.55
3177	2004-06-01	Vijay	CNC32	94419.25
3178	2004-06-01	Adam	ASI82	41487.81
3199	2004-06-01	Adam	EBP11	50095.12
3208	2004-06-01	Vijay	ABT73	84025.64
3215	2004-06-01	Vijay	EZH87	78088.2
3229	2004-06-01	Vijay	DRW31	15228.86
3233	2004-06-01	Vijay	RRQ35	29532.36
3254	2004-06-01	Adam	MGZ99	64004.39
3260	2004-06-01	Vijay	ZTC15	32807.56
3278	2004-06-01	Vijay	HWA04	36439.59
3279	2004-06-01	Suzie	KAD14	12546.32
3287	2004-06-01	Suzie	LWO59	32929.61
3333	2004-06-01	Vijay	EDS79	53461.83
3350	2004-06-01	Vijay	CWO94	52773.38
3372	2004-06-01	Adam	PCN39	91260.84
3392	2004-06-01	Vijay	TEZ31	58705.44
3408	2004-06-01	Vijay	PWY60	4444.36
3409	2004-06-01	Suzie	SZI87	59965.7
3410	2004-06-01	Vijay	GYW44	4085.06
3450	2004-06-01	Suzie	XWA20	95852.32
3461	2004-06-01	Adam	JNH16	50717.34
3469	2004-06-01	Vijay	HEE52	4984.85
3484	2004-06-01	Suzie	INE84	60504.11
3536	2004-06-01	Vijay	BTI74	70508.94
3567	2004-06-01	Suzie	CQX69	97837.31
3570	2004-06-01	Adam	UGF32	84796.43
3578	2004-06-01	Suzie	IUJ35	6395.71
3625	2004-06-01	Vijay	ULX32	90191.1
3634	2004-06-01	Suzie	IOV67	63461.49
3658	2004-06-01	Vijay	KWV45	5917.8
3687	2004-06-01	Adam	JAH56	89946.34
3695	2004-06-01	Vijay	MMW04	78882.3
3697	2004-06-01	Vijay	PIL41	9060.02
3722	2004-06-01	Adam	GIR18	66171.62
3766	2004-06-01	Adam	FHU51	33817.16
3769	2004-06-01	Suzie	KNC12	67641.14
3776	2004-06-01	Vijay	TLR73	73122.32
3818	2004-06-01	Vijay	VNJ83	10330.06
3824	2004-06-01	Adam	LOE76	24029.02
3831	2004-06-01	Adam	HDV50	78191.4
3832	2004-06-01	Vijay	WAU38	10346.69
3835	2004-06-01	Adam	ISQ18	77837.62
3847	2004-06-01	Vijay	JRG45	51411.16
3872	2004-06-01	Suzie	DTN23	40248.32
3874	2004-06-01	Adam	GPF90	31234.76
3903	2004-06-01	Adam	ONB84	94557.67
3921	2004-06-01	Adam	HMG39	60647.74
3924	2004-06-01	Suzie	GVV46	87347.03
3924	2004-06-01	Vijay	CPI30	22042.47
3935	2004-06-01	Vijay	DRW31	54385.75
3946	2004-06-01	Suzie	HQC20	59510.74
3963	2004-06-01	Vijay	EDS79	32651.81
3964	2004-06-01	Vijay	POR77	81581.04
4012	2004-06-01	Adam	KFD19	69218.92
4013	2004-06-01	Vijay	BUU03	85213.74
4014	2004-06-01	Suzie	OQQ90	4801.51
4037	2004-06-01	Adam	UJD68	37487.27
4058	2004-06-01	Suzie	TXR54	71721.69
4066	2004-06-01	Vijay	FEK12	90254.37
4089	2004-06-01	Vijay	XOR11	31972.26
4092	2004-06-01	Vijay	NYW08	7767.98
4143	2004-06-01	Vijay	BQO16	35982.02
4143	2004-06-01	Vijay	DAZ63	8672.2
4214	2004-06-01	Suzie	POR77	97752.01
4226	2004-06-01	Suzie	OFG73	35594.69
4285	2004-06-01	Adam	MNP79	51520.42
4304	2004-06-01	Adam	CPI30	59554.04
4313	2004-06-01	Vijay	SVQ62	6702.28
4314	2004-06-01	Suzie	OSD54	57053.2
4326	2004-06-01	Vijay	RYG71	47097.19
4383	2004-06-01	Vijay	DRB04	85607.43
4429	2004-06-01	Vijay	FEK12	33756.16
4445	2004-06-01	Vijay	HMG39	73908.08
4460	2004-06-01	Vijay	MIG08	9415.33
4464	2004-06-01	Vijay	VID27	31985.46
4467	2004-06-01	Suzie	ESS02	85602.52
4482	2004-06-01	Vijay	BAY81	45940.57
4506	2004-06-01	Vijay	KBU78	68353.72
4534	2004-06-01	Vijay	JPM89	26351.39
